sample	h.001B	h.002B	h.004B	h.006B	h.009B	h.010B	h.015B	h.020B	v.003A	v.006A	v.008A	v.009A	v.010A	v.012B	v.013B	v.014B	v.018B	v.017B	v.012A	v.013A	v.a4_1	v.a5_1	v.a5_12	v.a6_1	v.a6_4	v.a6_6	v.a6_10	v.a7_1	v.a8_3	v.a8_6	v.a13_19	v.a13_22	v.a15_6	v.a17_4	h.b4_1	h.b5_12	h.b6_4	h.b6_10	h.b8_3	h.b8_6	h.b13_19	h.b13_22
V1819563	1	1	8	43	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	79	246	0	0	0	0
V1820364	0	0	0	0	0	0	0	0	249	109	662	271	85	0	315	520	195	514	126	87	1444	34	9	29	155	56	97	64	56	0	155	101	48	125	0	0	0	0	0	0	0	0
V1820365	6	3	5	4	4	4	8	2	137	79	245	154	52	4	295	201	182	334	97	79	917	53	28	83	490	125	148	96	100	0	114	231	88	146	0	0	0	0	0	0	0	0
V1820366	10	8	9	6	8	6	13	7	308	101	392	182	102	6	507	252	299	433	124	162	1104	99	27	188	1043	327	411	212	230	0	172	444	223	343	0	0	0	0	0	0	0	0
V1820375	4	3	2	4	2	3	2	2	654	235	987	424	213	11	1589	772	712	1277	373	361	4712	188	94	181	1348	541	421	379	405	0	561	680	260	478	0	0	0	0	0	0	0	0
V1820376	0	0	0	0	0	0	0	0	105	72	238	129	57	0	379	173	232	903	58	33	708	24	5	11	323	57	88	36	38	0	78	752	30	52	0	0	0	0	0	0	0	0
V1820377	2	0	0	2	0	0	3	0	56	27	101	62	30	0	130	68	66	238	29	18	380	6	1	18	83	50	33	43	6	0	37	124	21	55	0	0	0	0	0	0	0	0
V1820378	2	2	2	3	2	2	3	2	355	34	985	197	59	2	158	1223	211	210	357	167	265	73	32	125	1083	247	273	139	50	0	128	368	66	137	0	0	0	0	4	0	0	0
V1820379	18	7	7	10	6	7	12	9	1887	706	6193	2312	667	6	4051	3474	1621	2412	633	1135	6284	267	357	1795	1769	2808	2248	2334	2120	0	1579	2678	2498	2435	0	0	0	0	0	0	0	8
V1820381	5	2	3	0	3	0	4	2	324	137	672	404	119	5	618	484	377	574	243	164	1793	75	18	122	443	431	347	295	218	0	263	210	133	377	0	0	0	0	0	0	0	0
V1820382	0	0	0	0	0	0	0	0	16	17	30	72	26	5	165	113	26	144	34	51	187	0	2	16	90	68	15	60	44	0	96	12	13	26	0	0	0	0	0	0	0	0
V1820384	0	0	0	0	2	0	0	0	97	74	422	158	69	6	374	361	195	336	93	78	593	42	4	42	436	120	88	103	54	0	59	454	31	158	0	0	0	0	0	0	0	0
V1820385	2	0	0	0	0	0	0	2	110	49	136	69	35	0	129	113	111	120	62	102	216	2	4	2	173	114	77	37	12	0	74	20	11	100	0	0	0	0	0	0	0	0
V1820388	0	0	0	0	0	0	0	0	112	25	119	75	37	0	131	82	89	189	45	33	226	10	2	18	77	49	33	76	33	0	68	26	7	97	0	0	0	0	0	0	0	0
V1820389	0	0	0	0	0	0	0	2	187	92	349	188	108	0	295	268	175	338	139	145	721	20	2	59	324	208	57	79	137	0	61	68	32	88	0	0	0	0	0	0	0	0
V1820392	0	0	0	0	2	0	0	0	109	39	150	150	44	5	250	165	161	214	129	80	298	5	13	28	356	106	47	53	96	0	128	39	8	125	0	0	0	0	0	0	0	0
V1820396	4	3	3	0	0	4	3	3	857	203	1060	748	200	6	1138	822	675	1136	417	277	2531	91	31	480	1029	972	664	771	619	0	253	851	151	589	0	0	0	0	0	0	0	0
V1820397	0	0	0	0	2	0	0	0	35	4	24	55	27	0	112	88	62	117	39	44	153	4	3	32	92	46	10	4	29	0	85	22	15	38	0	0	0	0	0	0	0	0
V1820399	0	0	2	2	0	2	2	0	333	161	617	314	131	0	724	507	333	796	203	226	1866	84	7	152	875	179	166	196	119	0	253	327	89	241	0	0	0	0	0	0	0	0
V1820400	6	2	5	4	2	3	4	2	357	202	782	329	106	0	1010	578	435	1355	155	176	2279	316	65	180	606	241	250	271	333	0	354	1414	136	99	3	0	0	0	0	0	0	0
V1820401	10	4	6	4	6	5	10	4	445	245	777	293	112	6	1122	508	441	993	130	336	3960	257	81	165	1073	427	396	430	276	0	733	1120	205	393	0	0	0	0	0	0	0	0
V1820402	3	2	3	3	3	2	4	0	113	286	977	964	123	32	1315	1672	261	1299	468	423	1842	30	183	433	507	1354	452	734	338	0	50	229	202	1861	0	0	0	0	0	0	0	0
V1820404	0	0	0	0	0	0	2	0	87	35	131	60	32	0	268	82	78	162	26	31	946	0	2	10	38	73	2	7	7	0	10	43	7	8	0	0	0	0	0	0	0	0
V1820405	6	5	2	2	5	4	7	2	597	349	1094	373	187	2	3346	611	631	1526	214	269	12323	384	89	134	770	713	369	416	476	0	601	942	178	530	0	0	0	0	0	0	0	0
V1820406	0	0	0	0	0	0	0	0	155	87	272	119	63	0	541	188	177	495	77	73	1771	40	5	15	63	76	26	38	34	0	63	84	15	36	0	0	0	0	0	0	0	0
V1820407	2	0	0	3	2	0	2	0	349	222	678	290	149	2	1267	424	381	982	134	172	5080	135	32	38	237	154	129	102	80	0	176	350	53	97	0	0	0	0	0	0	0	0
V1820409	2	0	0	2	0	2	3	3	482	183	729	400	180	5	757	494	386	623	196	234	2195	42	24	81	732	300	199	253	139	0	466	201	78	357	0	0	0	0	0	0	0	0
V1820410	0	0	0	0	0	0	0	0	70	33	182	86	35	0	136	114	60	105	43	42	102	4	2	8	168	85	57	31	120	0	17	74	4	66	0	0	0	0	0	0	0	0
V1820411	0	0	0	0	1	0	2	1	111	63	223	129	41	2	261	189	117	223	94	89	617	22	8	17	244	99	51	93	63	0	65	67	17	72	0	0	0	0	0	0	0	0
V1820412	2	2	2	3	0	2	2	0	495	184	655	360	152	2	956	479	404	689	251	237	2160	41	38	134	729	436	225	318	206	0	451	155	78	438	0	0	0	0	0	0	0	0
V1820416	0	0	0	0	0	0	0	0	61	39	62	40	47	0	137	51	58	92	27	64	238	6	0	4	230	42	24	17	32	0	18	31	4	31	0	0	0	0	0	0	0	0
V1820417	2	0	0	2	0	0	4	0	127	129	385	225	119	0	372	321	215	496	120	174	682	6	6	78	379	192	224	236	150	0	204	124	160	276	0	0	0	0	0	0	0	0
V1820418	2	0	0	0	0	2	3	0	300	82	511	152	250	61	331	132	258	372	31	43	1403	22	15	150	343	33	0	132	301	0	124	48	46	44	0	0	0	0	0	0	0	0
V1820420	0	0	0	0	0	0	0	0	23	14	85	36	19	0	134	46	29	95	24	21	193	23	3	9	101	10	5	17	8	0	113	49	2	15	0	0	0	0	0	0	0	0
V1820421	5	0	4	2	0	3	5	3	1232	566	1386	870	500	5	1534	857	1041	2171	524	372	4709	211	82	512	1001	1245	782	790	700	0	913	745	426	1037	0	0	0	0	0	0	0	0
V1820422	3	3	3	3	3	3	4	3	51	67	145	50	16	85	151	74	70	142	29	39	390	12	20	41	110	68	68	85	62	0	130	83	33	52	0	0	0	0	0	0	0	0
V1820423	2	2	0	2	1	0	4	1	329	153	633	333	157	3	654	468	381	646	284	241	1772	41	4	139	447	441	208	285	223	0	201	279	112	346	0	0	0	0	0	0	0	0
V1820424	2	0	0	0	0	0	3	0	356	114	432	298	164	0	390	318	281	460	196	140	1175	8	6	220	411	216	122	84	212	0	144	178	77	121	0	0	0	0	0	0	0	0
V1820427	0	0	0	0	3	0	0	0	113	58	195	90	48	0	177	191	120	217	82	87	579	11	10	47	133	42	28	85	37	0	83	32	12	85	0	0	0	0	0	0	0	0
V1820431	2	0	0	3	0	0	3	0	404	167	626	459	361	0	495	550	435	851	345	297	738	10	11	214	354	532	466	206	415	0	265	209	148	552	0	0	0	0	0	0	0	0
V1820432	0	0	0	0	0	0	0	2	206	91	285	223	80	0	428	234	150	399	132	112	1006	24	8	54	345	131	113	99	85	0	105	147	10	92	0	0	0	0	0	0	0	0
V1820433	3	0	0	0	0	0	3	2	258	155	449	229	111	0	495	306	302	635	153	170	1494	33	6	37	427	155	148	146	175	0	212	292	45	186	0	0	0	0	0	0	0	0
V1820447	2	0	0	2	2	0	2	0	246	63	400	226	124	0	350	289	185	449	125	148	747	17	7	38	429	213	82	103	177	0	218	52	23	272	0	0	0	0	0	0	0	0
V1820450	0	0	0	0	0	0	0	0	46	8	298	27	6	0	113	189	32	31	7	25	285	0	0	11	106	10	34	23	29	0	25	165	20	15	0	0	0	0	0	0	0	0
V1820451	3	0	2	0	0	0	0	2	793	215	958	378	249	8	1366	625	576	1010	322	341	3016	72	12	80	1170	402	284	352	266	0	246	405	79	548	0	0	0	0	0	0	0	0
V1820452	2	0	0	0	0	0	2	2	223	98	307	198	92	0	453	330	193	438	180	165	1387	19	5	37	374	144	120	73	90	0	195	102	21	181	0	0	0	0	0	0	0	0
V1820453	0	0	0	0	3	0	0	0	140	64	220	129	81	0	334	170	148	308	96	79	722	8	10	17	237	143	64	79	63	0	105	35	6	133	0	0	0	0	0	0	0	0
V1820454	2	2	2	0	2	0	3	0	135	70	283	117	59	4	353	212	144	260	86	96	641	48	13	45	355	130	93	128	100	0	244	102	29	135	0	0	0	0	0	0	0	0
V1820455	0	0	2	2	0	0	0	0	154	43	210	108	58	0	240	139	122	196	67	74	356	2	8	15	223	149	35	91	66	0	152	50	7	90	0	0	0	0	0	0	0	0
V1820457	0	0	2	0	2	3	0	4	306	275	244	315	119	0	1086	232	489	1365	217	267	4400	120	28	57	1071	177	141	192	52	0	206	1168	39	78	0	0	0	0	0	0	0	0
V1820459	2	2	0	2	2	2	2	2	199	411	146	83	1768	1	1279	333	667	202	54	470	4128	76	9	86	693	54	28	172	97	0	2183	358	42	62	0	0	0	0	0	0	0	0
V1820460	0	0	0	0	0	0	2	0	107	30	144	88	36	0	125	80	100	201	68	42	235	4	2	12	106	147	105	29	79	0	31	11	2	45	0	0	0	0	0	0	0	0
V1820461	0	0	3	2	4	0	0	0	146	89	318	119	52	5	344	232	165	368	85	99	891	27	18	56	182	111	75	100	96	0	177	129	30	175	0	0	0	0	0	0	0	0
V1820463	0	0	0	0	0	0	0	0	196	64	359	191	68	0	304	291	181	345	122	124	563	10	10	64	210	161	57	136	162	0	96	50	23	159	0	0	0	0	0	0	0	0
V1820465	0	0	0	0	0	0	0	0	108	33	66	60	39	0	136	51	66	167	42	40	187	1	3	9	84	87	32	26	22	0	131	19	18	32	0	0	0	0	0	0	0	0
V1820466	4	2	2	0	2	0	4	2	117	58	211	132	58	0	227	127	92	179	80	59	511	26	9	33	339	113	87	77	98	0	110	98	24	164	0	0	0	0	0	0	0	0
V1820469	4	2	0	3	0	2	4	3	294	96	429	204	96	0	412	321	240	390	184	147	897	48	18	69	646	238	194	204	173	0	317	182	61	345	0	0	0	0	0	0	0	0
V1820470	0	0	0	0	0	0	0	0	244	106	333	163	62	3	463	242	173	314	106	109	1088	16	7	23	221	109	71	121	108	0	146	103	18	132	0	0	0	0	0	0	0	0
V1820475	3	0	4	4	4	5	6	2	39	188	207	105	167	2	98	103	116	356	251	110	663	22	71	200	159	245	51	73	57	0	158	406	48	50	0	0	0	0	0	0	0	0
V1820477	0	0	0	2	0	0	2	0	186	72	251	225	74	0	265	207	159	313	193	97	617	4	4	33	235	236	73	90	80	0	113	38	13	133	0	0	0	0	0	0	0	0
V1820481	3	0	0	0	0	0	0	0	143	103	356	223	116	0	474	338	336	610	242	164	1075	13	5	83	367	258	164	149	74	0	164	99	35	180	0	0	0	0	0	0	0	0
V1820483	3	3	2	2	0	2	4	0	1222	146	1006	1005	391	6	906	751	936	983	553	444	2566	101	55	227	633	698	691	565	652	0	293	530	264	1028	0	0	0	0	0	0	0	0
V1820484	4	0	2	0	3	0	2	0	160	80	194	202	85	0	271	228	175	150	76	110	448	14	9	80	461	99	84	40	96	0	215	10	33	132	0	0	0	0	0	0	0	0
V1820486	0	0	0	0	0	0	0	2	152	65	466	92	28	3	534	386	176	833	70	40	1609	100	0	12	114	58	101	112	45	0	192	294	32	133	0	0	0	0	0	0	0	0
V1820487	2	0	2	2	0	0	0	2	96	25	242	44	32	4	137	69	62	112	36	39	405	11	5	30	45	59	56	58	46	0	35	23	15	60	0	0	0	0	0	0	0	0
V1820488	0	0	0	0	0	0	0	0	186	56	239	105	67	0	328	161	146	263	75	78	762	6	2	17	201	127	56	44	57	0	22	68	13	133	0	0	0	0	0	0	0	0
V1820490	3	0	2	3	0	3	2	2	333	214	854	302	145	4	865	566	487	784	237	304	2184	126	2	151	784	219	285	169	547	0	310	307	83	447	0	0	0	0	0	0	0	0
V1820493	0	0	0	0	0	0	0	0	103	38	149	81	27	0	148	102	80	215	67	37	358	6	2	36	91	40	37	70	6	0	86	35	15	39	0	0	0	0	0	0	0	0
V1820494	4	2	0	3	0	2	3	2	241	155	490	255	186	0	636	429	303	601	205	223	1848	42	23	285	512	436	99	323	209	0	132	100	109	234	0	0	0	0	0	0	0	0
V1820496	2	0	0	2	2	0	2	0	166	38	202	114	47	0	123	125	147	147	73	69	307	8	3	18	179	145	60	61	52	0	41	25	20	89	0	0	0	0	0	0	0	0
V1820497	5	3	3	4	0	3	3	2	591	457	1646	669	276	0	2102	1200	781	1586	517	509	6410	241	76	476	1377	732	571	626	647	0	717	1056	265	585	0	0	0	0	0	0	0	0
V1820504	4	2	3	2	0	0	6	0	228	95	347	205	107	0	334	301	235	440	157	151	835	20	6	69	616	367	173	149	184	0	150	182	50	353	0	0	0	0	0	0	0	0
V1820505	0	0	0	0	0	2	0	0	61	32	71	27	22	0	201	42	47	99	19	37	243	1	2	12	163	29	22	37	15	0	190	9	6	48	0	0	0	0	0	0	0	0
V1820506	0	0	0	0	0	0	2	0	68	28	101	67	27	0	122	74	69	70	61	48	385	5	3	5	33	26	21	40	31	0	30	36	7	43	0	0	0	0	0	0	0	0
V1827313	8	0	0	0	0	0	0	0	0	317	0	354	307	49	0	0	172	62	542	0	0	0	174	559	985	1	139	0	0	32	148	709	1	41	0	0	0	0	0	0	0	0
V1827319	4	0	0	0	0	0	0	0	0	240	0	324	290	56	0	0	111	42	612	0	0	0	86	441	434	2	61	0	1	24	154	827	1	15	0	0	0	0	0	0	0	0
V1827420	7	0	0	0	0	0	0	0	0	256	0	350	398	33	0	0	119	39	658	0	0	0	112	425	406	2	115	0	0	118	179	654	0	50	0	0	0	0	0	0	0	0
V1827425	4	0	0	4	0	0	0	0	0	111	6	80	869	23	0	0	38	28	1495	0	0	0	98	1430	1007	4	152	0	0	83	87	476	0	31	0	0	0	0	0	0	0	0
V1827461	0	0	0	0	0	0	8	0	209	0	0	0	0	0	0	0	0	20	0	0	1	5	0	1	0	0	1	0	5	188	7625	1	59	1	0	0	0	0	0	0	0	0
V1827462	0	3	0	0	0	0	6	0	268	0	0	0	0	0	0	0	0	33	0	0	1	8	0	1	0	0	1	0	4	307	4509	1	131	6	0	0	0	0	0	0	0	0
V1827468	0	4	0	3	0	0	108	0	255	6	0	0	0	0	0	0	7	16	0	0	1780	2074	0	0	0	0	23	0	57	1202	7852	173	710	43	0	15	0	0	0	0	0	0
V1827470	0	0	0	2	2	0	7	0	6	8	51	179	0	200	0	492	432	588	6	260	1	3	1663	5	866	0	46	26	514	4	1	507	217	16	0	0	0	0	0	0	0	0
V1827471	2	3	0	0	0	0	12	0	69	0	0	0	0	0	0	0	0	0	0	0	32	22	0	0	0	0	2	0	5	291	6031	1	103	2	0	0	0	0	0	0	0	0
V1827523	0	3	0	0	0	0	22	3	137	0	0	0	0	0	0	0	12	0	0	0	205	116	0	1	0	1	2	0	2	324	5050	3	584	2	0	0	0	0	0	0	4	0
V1827526	0	0	0	0	0	0	13	0	319	0	0	14	0	0	0	0	0	0	0	0	350	1	0	1	0	0	4	0	1	696	66418	57	4537	1	0	0	0	0	0	0	0	0
V1827528	0	3	0	0	0	0	24	0	310	0	0	0	0	0	0	0	0	0	0	0	29	54	0	1	0	0	1	0	1	135	10141	3	1786	1	0	0	0	0	0	0	0	0
V1827537	0	4	0	0	0	0	13	0	317	0	0	0	0	0	0	0	0	27	0	0	340	447	0	0	0	0	25	0	3	1521	11569	27	585	4	0	0	0	0	0	0	0	0
V1827541	0	0	0	3	0	0	19	0	233	0	0	0	0	0	0	0	0	0	0	0	119	65	0	1	0	0	1	0	1	209	5828	2	1029	1	0	0	0	0	0	0	0	0
V1827546	0	0	0	0	0	0	5	2	0	32	17	64	51	21	0	117	158	141	129	75	2	3	5	270	350	0	4	10	2	5	415	11	10	1	0	0	0	0	0	0	0	0
V1827554	0	0	0	0	0	0	31	0	247	0	0	0	0	0	0	0	0	0	0	0	16	10	0	1	0	0	1	0	1	8	2350	1	105	1	0	0	4	0	0	0	0	0
V1827561	0	0	0	0	0	0	55	0	282	0	0	0	0	0	0	0	0	0	0	0	15	1	0	1	0	0	1	0	1	1	924	1	1943	1	0	0	9	0	0	0	0	0
V1827570	0	2	0	0	0	0	17	0	248	0	0	0	0	0	0	20	0	0	0	9	105	34	0	0	0	0	6	0	22	154	15076	191	1103	7	0	0	0	0	0	0	0	0
V1827605	0	0	0	0	0	0	29	0	258	0	0	0	0	0	0	0	0	27	0	0	108	1	0	0	0	0	1	0	2	190	2502	3	863	7	0	0	0	0	5	0	0	0
V1827609	2	0	0	0	0	0	13	0	19	0	0	8	0	0	0	0	0	52	0	0	0	0	289	0	21	27	1	0	4	19	723	847	6	1	0	0	0	0	0	0	0	0
V1827610	4	0	0	0	0	0	15	0	136	0	0	0	0	0	0	0	0	0	0	0	113	114	0	1	0	0	1	0	1	126	9386	7	766	1	0	0	0	0	0	0	0	0
V1827620	0	0	0	0	0	0	0	0	0	24	3	6	67	0	0	250	0	0	10	267	0	0	39	0	366	74	3	0	0	3	24	0	0	6	0	0	0	0	0	0	0	0
V1827622	0	2	0	0	0	0	11	0	121	0	0	0	0	0	0	0	0	13	0	0	47	250	0	0	0	0	9	0	4	329	3895	4	37	5	0	0	0	0	0	0	0	0
V1827624	6	8	0	3	0	0	87	0	264	0	0	10	0	0	0	0	0	27	0	0	1296	1101	0	1	0	0	58	0	96	1848	7674	217	1287	36	0	0	10	0	0	0	0	0
V1827645	0	2	0	0	0	0	4	0	380	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	0	0	1	0	8	12	2490	69	26	2	0	0	0	0	0	0	0	0
V1827650	0	9	0	0	0	0	67	0	385	0	0	0	0	0	0	0	0	26	0	0	42	98	0	1	0	0	1	0	3	453	8016	13	104	1	0	2	4	0	0	0	0	0
V1827653	0	0	0	0	0	0	6	0	21	36	0	0	0	0	0	0	11	0	8	0	1	1	3	0	1	0	1	0	1	127	1868	1	4	1	0	0	0	0	0	0	0	0
V1827657	6	0	0	0	0	0	97	0	736	0	0	0	0	0	0	0	0	44	0	0	754	232	0	1	0	0	12	0	17	1176	19371	96	1268	3	0	0	4	0	0	0	0	4
V1827665	0	0	0	0	0	0	0	0	20	59	25	710	30	341	0	76	296	701	108	0	607	2	8	124	120	68	5	1	344	8	34	345	1	10	0	0	0	0	0	0	0	0
V1827679	0	0	0	0	0	0	0	0	13	53	44	470	16	325	0	84	112	488	80	0	558	10	22	53	36	159	9	7	129	16	26	114	0	3	0	0	0	0	0	0	0	0
V1827699	5	3	2	0	3	2	7	0	0	276	3	545	401	142	2	902	3	441	402	7	117	14	43	62	736	72	52	0	1909	30	7	1610	0	16	0	0	0	0	0	0	0	0
V1827713	4	3	0	0	0	0	0	0	0	61	48	408	16	268	0	90	111	409	130	0	421	5	23	66	62	211	16	3	413	13	43	223	0	3	0	0	0	0	0	0	0	0
V1827788	0	0	0	2	0	0	0	0	0	10	19	533	18	129	0	0	64	153	30	0	92	0	15	131	8	7	8	3	480	1	34	6	0	5	0	0	0	0	0	0	0	0
V1827805	5	0	0	0	0	0	0	0	0	304	20	89	42	41	0	0	11	67	32	9	31	0	5	47	64	55	0	0	115	0	0	692	0	5	0	0	0	0	0	0	0	0
V1827807	0	0	0	0	0	0	2	0	0	10	1	12	340	28	0	39	18	2420	7	11	24	0	794	301	881	0	0	11	63	0	0	9	0	0	0	0	0	0	0	0	0	0
V1827816	4	5	0	0	0	0	0	0	22	39	61	786	28	648	0	64	178	631	166	22	418	8	22	140	121	180	35	6	471	15	113	190	1	13	0	0	0	3	0	0	0	0
V1827819	6	0	4	0	0	0	0	0	23	39	137	591	9	398	0	51	150	507	133	13	946	9	15	208	131	317	47	14	109	13	43	247	0	22	0	0	0	0	0	0	0	0
V1827832	0	0	0	0	0	0	0	0	0	513	0	45	33	0	0	0	0	52	29	0	57	0	1	511	1	0	1	5	35	0	0	4	0	0	0	0	0	0	0	0	0	0
V1827833	0	0	0	0	0	0	0	0	0	211	10	299	105	153	0	107	16	345	163	25	54	2	16	74	55	48	9	2	551	7	45	196	0	9	0	0	0	0	0	0	0	0
V1827843	6	3	0	0	0	0	0	0	24	125	122	943	55	869	0	99	145	1173	334	18	655	7	43	142	96	101	105	3	2539	29	207	258	1	22	0	0	0	0	0	0	0	0
V1827872	10	5	0	0	0	0	0	0	30	74	57	564	33	831	15	81	146	616	187	0	1682	11	19	296	390	144	14	2	1043	37	101	104	1	6	0	0	0	0	0	0	0	0
V1827886	0	0	0	0	0	0	0	0	24	148	125	289	74	1479	0	20	599	829	321	38	1007	16	129	274	3	193	505	360	263	156	7	1	1	46	0	0	0	0	0	0	0	0
V1827919	0	0	0	0	0	0	0	0	0	56	33	663	23	142	0	54	109	350	85	12	502	8	11	42	72	33	12	2	171	18	45	67	0	8	0	0	0	0	0	0	0	0
V1827922	4	0	0	0	0	0	0	0	14	61	59	916	14	305	6	60	120	369	111	0	747	1	19	56	126	133	42	5	429	17	76	83	0	6	0	0	0	0	0	0	0	0
V1827925	3	0	2	5	2	0	0	0	0	892	21	1915	10	629	0	71	56	791	362	7	1322	17	0	489	236	301	420	46	1878	49	0	1959	0	0	0	0	0	0	0	0	0	0
V1827927	0	0	0	0	0	0	0	0	0	72	90	708	47	487	0	102	162	626	123	0	626	2	10	116	74	120	12	3	422	8	49	105	0	13	0	0	0	0	0	0	0	0
V1827935	0	0	0	0	0	0	15	0	12	127	0	73	94	0	0	75	42	30	55	0	48	2	0	1	0	116	1357	1	35	1	9	264	0	0	0	0	0	0	0	0	0	0
V1827936	0	0	0	0	0	0	0	0	0	40	12	810	4	862	0	0	118	840	97	2	404	42	0	321	0	164	0	42	880	0	0	679	0	0	0	0	0	0	0	0	0	0
V1827939	10	4	0	3	0	0	3	0	23	133	62	1477	31	850	6	138	177	737	217	15	2800	25	61	228	156	447	56	26	768	76	94	427	1	15	0	0	0	0	0	2	0	0
V1827945	0	0	0	0	0	0	3	0	250	4	5	396	8	90	0	0	36	209	184	4	156	12	0	124	24	175	0	6	136	63	0	609	0	0	0	0	0	0	0	0	0	0
V1828770	336	6	1	1	281	155	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	3130	1928	0	0
V1828790	6014	1	0	0	133	55	1	1	1	1	1	0	1	1	1	0	0	1	1	0	14	0	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0	0	2697	11151	0	0
V1828827	410	29	0	0	640	135	0	0	2	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	21	0	1044	15359	0	0
V1828851	407	4	1	0	401	226	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	17	0	883	8792	0	0
V1828860	3919	2	1	1	388	248	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	17	17	11	0	0	0	0	57	0	3745	16553	0	0
V1829441	44	2	705	0	1	1	0	1700	150	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	1288	0	1949
V1830786	0	0	0	0	0	0	0	0	0	24	77	219	0	51	460	27	0	0	0	0	1	104	190	34	4	3	9	23	378	19	94	1	4	43	0	6	0	0	0	0	0	0
V1830787	0	0	0	0	0	0	0	0	0	282	78	102	197	148	474	125	0	70	30	30	47	116	71	78	28	50	163	198	734	54	135	14	2	31	0	3	1	0	0	0	0	0
V1830789	0	0	0	0	0	0	0	0	0	0	0	26	0	31	96	0	0	60	0	22	1	2	64	53	1	10	2	6	74	1	85	1	1	14	0	2	0	0	0	0	0	0
V1830797	0	0	0	0	0	0	0	0	0	0	33	45	0	0	96	0	0	37	0	0	1	2	5	5	1	2	33	12	45	1	97	1	1	1	0	3	0	0	0	0	0	0
V1830807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	27	79	0	0	1	1	52	39	1	1	68	2	141	0	90	1	1	7	0	0	0	0	0	0	0	0
V1830810	0	0	0	0	0	0	0	0	0	0	0	74	0	25	183	41	0	56	27	0	1	57	47	30	2	19	148	35	140	3	61	1	1	11	0	2	0	0	0	0	0	1
V1830811	0	0	0	0	0	0	0	0	0	22	0	27	0	0	159	0	0	82	0	0	1	1	109	48	1	21	1	1	137	3	6	1	2	12	0	2	0	0	0	0	0	0
V1830821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	108	12	117	10	3	268	204	329	25	486	0	16	50	0	0	0	0	0	0	0	0
V1830828	0	0	0	0	0	0	0	0	0	90	108	177	102	93	488	32	35	86	21	42	65	206	202	52	5	37	49	82	585	50	74	7	6	28	0	4	0	0	0	0	0	0
V1830833	0	0	0	0	0	0	0	0	0	30	29	61	0	30	112	0	0	38	0	36	1	43	46	35	2	3	56	40	88	11	66	2	2	8	0	3	0	0	0	0	0	0
V1830849	5	8	0	0	0	0	0	0	0	151	596	161	122	141	21	1227	106	481	72	181	46	159	413	904	19	2	137	135	840	40	622	319	147	32	0	0	0	0	0	0	0	0
V1830852	0	0	0	0	0	0	0	0	0	27	23	49	24	48	108	0	0	0	22	0	4	59	22	16	1	3	51	36	135	7	52	1	1	7	0	2	0	0	0	0	0	0
V1830862	0	0	0	0	0	0	0	0	0	0	0	121	0	0	114	0	0	0	0	0	1	1	1	3	1	1	1	1	734	1	1	1	1	1	0	0	0	0	0	0	0	0
V1830866	0	0	0	0	0	0	0	0	0	57	88	196	49	28	145	39	0	19	48	19	20	52	99	47	8	50	95	67	114	12	106	10	7	26	0	3	0	0	0	0	0	0
V1830868	0	0	0	0	0	0	0	0	0	49	400	16	87	0	1092	16	12	0	28	0	0	0	415	0	3	0	194	167	142	24	274	18	6	169	0	6	0	0	0	0	0	0
V1830873	0	0	0	0	0	0	0	0	0	40	21	115	43	135	338	14	0	84	0	21	10	15	249	95	6	10	242	143	237	6	37	3	5	11	0	3	0	0	0	0	0	0
V1830881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	43	0	0	1	1	31	30	1	1	8	2	225	1	1	1	1	1	0	0	0	0	0	0	0	0
V1830883	0	0	0	0	0	0	0	0	0	47	0	71	26	69	133	0	0	39	0	0	6	62	65	49	2	5	28	22	221	11	106	1	2	5	0	3	0	0	0	0	0	0
V1834808	4	0	0	0	0	0	0	0	604	0	21	0	350	402	0	7	559	509	9	37	26	50	3	2	198	0	43	421	0	5	0	289	74	415	0	0	0	0	2	0	0	0
V1834818	9	60	6	5	9	0	12	9	3907	11	1078	226	2166	2678	0	454	5926	9095	185	594	342	1641	89	392	2012	519	1403	7216	23	144	62	1561	3533	4829	0	10	0	0	3	0	0	3
V1834825	0	7	0	0	0	0	0	0	245	7	30	8	326	356	0	8	531	489	19	32	34	182	5	6	215	12	72	263	0	6	0	363	332	594	0	0	0	0	0	0	0	0
V1834828	4	31	3	0	4	0	0	3	18	12	87	5	385	1141	0	5	1509	1893	0	3	4	15	6	0	1063	25	342	2191	2	154	52	467	30	1100	0	0	0	0	0	0	0	3
